address,cars,bluecar counter,utilib_counter,utilib_counter,charge_slots,charging status,city,kind,postal_code,rental_status,slots,station_type,status,subscription_status,year,month,day,hour,minute,timestamp,Total_cars
115 Boulevard Pereire,1,1,0,0,1,operational,Paris,STATION,75017,operational,4,station,ok,nonexistent,2018,4,4,16,17,2018-04-04 16:17:00,1
39 rue Julien Lacroix,6,6,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,3,3,1,2018-04-03 03:01:00,6
123 Grande Rue,1,1,0,1,0,nonexistent,SÃ¨vres,STATION,92310,operational,3,station,ok,nonexistent,2018,4,8,8,13,2018-04-08 08:13:00,2
1 rue LÃ©on Frot,0,0,1,0,0,nonexistent,Paris,STATION,75011,operational,1,station,ok,nonexistent,2018,4,7,20,14,2018-04-07 20:14:00,1
8 rue Goubet,5,5,0,0,0,operational,Paris,STATION,75019,operational,0,station,ok,nonexistent,2018,4,8,23,47,2018-04-08 23:47:00,5
56 Rue des Plantes,2,2,0,0,0,operational,Paris,STATION,75014,operational,1,station,ok,nonexistent,2018,4,5,9,46,2018-04-05 09:46:00,2
80 Rue de Dantzig,2,2,0,0,2,operational,Paris,STATION,75015,operational,3,station,ok,nonexistent,2018,4,8,10,50,2018-04-08 10:50:00,2
192 avenue Pierre Brossolette,2,2,0,0,0,nonexistent,Malakoff,STATION,92240,operational,3,station,ok,nonexistent,2018,4,4,8,3,2018-04-04 08:03:00,2
280 avenue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,STATION,92290,broken,0,station,closed,nonexistent,2018,4,9,21,31,2018-04-09 21:31:00,0
26 rue Claude Decaen,6,6,0,0,0,operational,Paris,STATION,75012,operational,0,station,ok,nonexistent,2018,4,5,22,26,2018-04-05 22:26:00,6
80 Rue de Dantzig,4,4,0,0,0,operational,Paris,STATION,75015,operational,2,station,ok,nonexistent,2018,4,4,6,19,2018-04-04 06:19:00,4
78 Avenue du Maine,0,0,0,0,2,operational,Paris,SPACE,75014,operational,5,full_station,ok,operational,2018,4,1,19,20,2018-04-01 19:20:00,0
65 rue Ordener,6,6,0,0,0,operational,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,3,3,14,2018-04-03 03:14:00,6
236 Avenue Henri Barbusse,0,0,0,0,0,nonexistent,Drancy,STATION,93700,operational,4,station,ok,nonexistent,2018,4,9,18,17,2018-04-09 18:17:00,0
236 Avenue Henri Barbusse,0,0,0,0,0,nonexistent,Drancy,STATION,93700,operational,4,station,ok,nonexistent,2018,4,5,11,21,2018-04-05 11:21:00,0
1 rue Croulebarbe,3,3,0,0,0,operational,Paris,STATION,75013,operational,1,station,ok,nonexistent,2018,4,7,22,7,2018-04-07 22:07:00,3
102 Rue Juliette Savar,3,3,0,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,2,station,ok,nonexistent,2018,4,4,22,1,2018-04-04 22:01:00,3
1 rue AndrÃ© Theuriet,2,2,0,0,0,nonexistent,Bourg-la-Reine,SPACE,92340,operational,4,full_station,ok,operational,2018,4,9,21,48,2018-04-09 21:48:00,2
27 rue Geoffroy-Saint-Hilaire,0,0,0,0,2,operational,Paris,STATION,75005,operational,6,station,ok,nonexistent,2018,4,5,15,52,2018-04-05 15:52:00,0
56 boulevard du MarÃ©chal Foch,1,1,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,STATION,91370,operational,6,station,ok,nonexistent,2018,4,4,3,7,2018-04-04 03:07:00,1
23 Boulevard Delessert,4,4,0,1,0,operational,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,6,7,43,2018-04-06 07:43:00,5
24 rue de la Paix,0,0,0,0,1,operational,Paris,STATION,75002,operational,5,station,ok,nonexistent,2018,4,8,1,28,2018-04-08 01:28:00,0
64 rue du Faubourg PoissonniÃ¨re,1,1,0,0,0,nonexistent,Paris,STATION,75010,operational,0,station,ok,nonexistent,2018,4,9,9,41,2018-04-09 09:41:00,1
18 Rue PerrÃ©e,1,1,0,0,1,operational,Paris,STATION,75003,operational,3,station,ok,nonexistent,2018,4,1,15,48,2018-04-01 15:48:00,1
36 Avenue Carnot,2,2,0,1,0,nonexistent,Cachan,STATION,94230,operational,3,station,ok,nonexistent,2018,4,2,17,30,2018-04-02 17:30:00,3
1 avenue Rachel,1,1,0,0,1,operational,Paris,STATION,75018,operational,4,station,ok,nonexistent,2018,4,3,12,14,2018-04-03 12:14:00,1
22 bis rue Legendre,0,0,0,0,0,nonexistent,Paris,STATION,75017,operational,4,station,ok,nonexistent,2018,4,7,8,26,2018-04-07 08:26:00,0
8 rue Waldeck Rochet,4,4,0,0,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,8,11,19,2018-04-08 11:19:00,4
1 avenue Ãmile Laurent,4,4,0,0,1,operational,Paris,STATION,75012,operational,1,station,ok,nonexistent,2018,4,2,9,12,2018-04-02 09:12:00,4
24 boulevard Diderot,0,0,0,0,1,operational,Paris,SPACE,75012,operational,3,full_station,ok,operational,2018,4,9,20,28,2018-04-09 20:28:00,0
8 Avenue de la Porte de Montrouge,1,1,1,0,1,operational,Paris,STATION,75014,operational,4,station,ok,nonexistent,2018,4,8,16,5,2018-04-08 16:05:00,2
160 avenue LÃ©on Blum,4,4,1,1,0,nonexistent,Maisons-Alfort,STATION,94700,operational,0,station,ok,nonexistent,2018,4,1,4,12,2018-04-01 04:12:00,6
15 rue Olier,5,5,0,0,0,operational,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,7,4,34,2018-04-07 04:34:00,5
5 bis Rue du Capitaine Ferber,5,5,0,1,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,1,7,18,2018-04-01 07:18:00,6
27 avenue Magellan,4,4,0,1,0,nonexistent,CrÃ©teil,STATION,94000,operational,1,station,ok,nonexistent,2018,4,1,5,17,2018-04-01 05:17:00,5
1 avenue Philippe Auguste,5,5,0,0,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,5,19,59,2018-04-05 19:59:00,5
12 avenue de la gare,0,0,0,0,0,nonexistent,BiÃ¨vres,STATION,91570,future,0,station,scheduled,nonexistent,2018,4,9,5,39,2018-04-09 05:39:00,0
39 rue du Port Ã  l'Anglais,4,4,0,0,0,nonexistent,Alfortville,STATION,94140,operational,1,station,ok,nonexistent,2018,4,9,17,12,2018-04-09 17:12:00,4
15 Rue de Verdun,1,1,0,0,0,nonexistent,Suresnes,SPACE,92150,operational,4,full_station,ok,operational,2018,4,1,7,12,2018-04-01 07:12:00,1
48 Avenue de Saint-MandÃ©,0,0,0,0,0,nonexistent,Paris,STATION,75012,operational,4,station,ok,nonexistent,2018,4,1,16,3,2018-04-01 16:03:00,0
199 Rue du Faubourg Saint-Antoine,0,0,0,0,0,nonexistent,Paris,SPACE,75011,operational,3,full_station,ok,operational,2018,4,8,2,26,2018-04-08 02:26:00,0
127 Quai de Stalingrad,5,5,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,9,2,54,2018-04-09 02:54:00,5
42 rue Charles Moureu,4,4,1,0,0,operational,Paris,STATION,75013,operational,1,station,ok,nonexistent,2018,4,4,17,40,2018-04-04 17:40:00,5
128 avenue de la RÃ©publique,0,0,0,0,2,operational,Paris,STATION,75011,operational,6,station,ok,nonexistent,2018,4,9,6,20,2018-04-09 06:20:00,0
26 villa Croix-Nivert,3,3,0,0,0,nonexistent,Paris,PARKING,75015,operational,3,station,ok,nonexistent,2018,4,8,3,44,2018-04-08 03:44:00,3
38 Rue RÃ©aumur,0,0,0,0,1,operational,Paris,STATION,75003,operational,3,station,ok,nonexistent,2018,4,7,19,29,2018-04-07 19:29:00,0
2 avenue FranÃ§ois Mauriac,4,4,0,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,2,station,ok,nonexistent,2018,4,3,6,3,2018-04-03 06:03:00,4
139 boulevard de Grenelle,6,6,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,2,1,0,2018-04-02 01:00:00,6
22 avenue Danielle Casanova,1,1,0,0,0,nonexistent,Champigny-sur-Marne,STATION,94500,operational,5,station,ok,nonexistent,2018,4,4,4,0,2018-04-04 04:00:00,1
8 rue RÃ©musat,3,3,1,0,0,operational,Paris,SPACE,75016,operational,1,full_station,ok,operational,2018,4,1,6,53,2018-04-01 06:53:00,4
8 avenue Ãdouard Belin,3,3,0,1,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,1,6,11,2018-04-01 06:11:00,4
65 Avenue Ãmile Zola,2,2,0,0,0,broken,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,7,12,7,2018-04-07 12:07:00,2
1 Rue Legrand,2,2,0,0,0,nonexistent,Malakoff,STATION,92240,operational,3,station,ok,nonexistent,2018,4,1,21,7,2018-04-01 21:07:00,2
44 rue Paul Barruel,5,5,0,0,0,operational,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,3,5,53,2018-04-03 05:53:00,5
2 rue Joseph Marie Jacquard,0,0,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,broken,0,station,closed,nonexistent,2018,4,3,16,31,2018-04-03 16:31:00,0
94 Rue Paul Vaillant Couturier,3,3,1,0,0,nonexistent,Nanterre,STATION,92000,operational,1,station,ok,nonexistent,2018,4,3,17,26,2018-04-03 17:26:00,4
3 avenue Lavoisier,0,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,4,station,ok,nonexistent,2018,4,2,12,18,2018-04-02 12:18:00,0
1bis rue Ravignan,2,2,0,0,1,operational,Paris,STATION,75018,operational,2,station,ok,nonexistent,2018,4,6,2,26,2018-04-06 02:26:00,2
17 Rue Ãmile Zola,4,4,0,2,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,0,station,ok,nonexistent,2018,4,7,2,29,2018-04-07 02:29:00,6
24 rue des Cheminots,1,1,0,0,0,nonexistent,Saint-Denis,STATION,93200,operational,6,station,ok,nonexistent,2018,4,7,7,33,2018-04-07 07:33:00,1
16 rue Claude Bernard,3,3,0,0,2,operational,Paris,STATION,75005,operational,2,station,ok,nonexistent,2018,4,5,2,53,2018-04-05 02:53:00,3
2 Avenue LeÌon Blum,5,5,0,0,0,nonexistent,Le Plessis-Robinson,SPACE,92350,operational,1,full_station,ok,broken,2018,4,7,11,49,2018-04-07 11:49:00,5
11 rue Marguerite Long,0,0,0,0,0,operational,Paris,STATION,75017,operational,5,station,ok,nonexistent,2018,4,9,20,10,2018-04-09 20:10:00,0
82 rue de CrimÃ©e,1,1,0,0,0,operational,Paris,STATION,75019,operational,3,station,ok,nonexistent,2018,4,2,18,9,2018-04-02 18:09:00,1
36 Avenue Carnot,2,2,0,0,0,nonexistent,Cachan,STATION,94230,operational,5,station,ok,nonexistent,2018,4,8,1,18,2018-04-08 01:18:00,2
169 avenue Gabriel PÃ©ri,0,0,0,0,0,nonexistent,Gennevilliers,SPACE,92230,broken,0,full_station,closed,broken,2018,4,8,19,26,2018-04-08 19:26:00,0
65 boulevard de Picpus,6,6,0,0,0,nonexistent,Paris,PARKING,75012,operational,0,station,ok,nonexistent,2018,4,3,6,34,2018-04-03 06:34:00,6
120 boulevard Gabriel PÃ©ri,5,5,0,0,0,nonexistent,Malakoff,STATION,92240,operational,2,station,ok,nonexistent,2018,4,3,2,36,2018-04-03 02:36:00,5
2 rue des Couronnes,1,1,0,0,0,nonexistent,Paris,STATION,75020,operational,3,station,ok,nonexistent,2018,4,2,7,48,2018-04-02 07:48:00,1
6 Rue Louis Blanc,0,0,0,0,1,operational,Paris,STATION,75010,operational,3,station,ok,nonexistent,2018,4,5,14,34,2018-04-05 14:34:00,0
59 boulevard Gallieni,3,3,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,3,station,ok,nonexistent,2018,4,5,18,16,2018-04-05 18:16:00,3
65 Avenue Lenine,3,3,0,0,0,nonexistent,Nanterre,STATION,92000,operational,3,station,ok,nonexistent,2018,4,4,21,1,2018-04-04 21:01:00,3
21 rue Fernand Braudel,0,0,0,0,0,nonexistent,Paris,STATION,75013,operational,3,station,ok,nonexistent,2018,4,6,19,55,2018-04-06 19:55:00,0
102 Rue Juliette Savar,5,5,1,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,0,station,ok,nonexistent,2018,4,9,5,58,2018-04-09 05:58:00,6
61 Boulevard Haussmann,3,3,0,0,0,nonexistent,Paris,STATION,75008,operational,0,station,ok,nonexistent,2018,4,3,13,2,2018-04-03 13:02:00,3
162 rue Championnet,5,5,0,0,0,operational,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,9,23,1,2018-04-09 23:01:00,5
1 Rue Jules Romains,4,4,0,0,0,operational,Paris,SPACE,75019,operational,1,full_station,ok,operational,2018,4,9,11,59,2018-04-09 11:59:00,4
92 Boulevard des Batignolles,1,1,0,2,0,broken,Paris,STATION,75017,operational,1,station,ok,nonexistent,2018,4,4,2,50,2018-04-04 02:50:00,3
58 avenue Dutartre,5,5,0,0,0,nonexistent,Le Chesnay,STATION,78150,operational,1,station,ok,nonexistent,2018,4,2,16,28,2018-04-02 16:28:00,5
46 Rue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Issy-les-Moulineaux,SPACE,92130,broken,0,full_station,closed,broken,2018,4,6,18,42,2018-04-06 18:42:00,0
61 boulevard Saint-Jacques,0,0,0,0,0,nonexistent,Paris,PARKING,75014,broken,0,station,closed,nonexistent,2018,4,2,12,0,2018-04-02 12:00:00,0
68 rue de la Bonne Aventure,7,7,0,0,0,nonexistent,Versailles,STATION,78000,operational,0,station,ok,nonexistent,2018,4,1,5,9,2018-04-01 05:09:00,7
94 avenue de Saint-MandÃ©,3,3,0,0,0,operational,Paris,STATION,75012,operational,3,station,ok,nonexistent,2018,4,7,19,37,2018-04-07 19:37:00,3
8 rue des Chantiers,5,5,0,0,0,nonexistent,Versailles,SPACE,78000,operational,1,full_station,ok,operational,2018,4,4,2,58,2018-04-04 02:58:00,5
79 rue AndrÃ© Joineau,6,6,0,0,0,nonexistent,Le PrÃ©-Saint-Gervais,STATION,93310,operational,1,station,ok,nonexistent,2018,4,4,9,3,2018-04-04 09:03:00,6
118 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,0,nonexistent,Clamart,STATION,92140,operational,0,station,ok,nonexistent,2018,4,1,12,15,2018-04-01 12:15:00,5
1 rue de Sevran,0,0,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,broken,0,station,closed,nonexistent,2018,4,4,19,19,2018-04-04 19:19:00,0
9 avenue Arblade,1,1,0,0,0,nonexistent,Malakoff,STATION,92240,operational,4,station,ok,nonexistent,2018,4,1,19,49,2018-04-01 19:49:00,1
12 rue Armengaud,5,5,0,0,0,operational,Saint-Cloud,STATION,92220,operational,0,station,ok,nonexistent,2018,4,2,12,2,2018-04-02 12:02:00,5
330 rue des PyrÃ©nÃ©es,5,5,0,0,0,operational,Paris,SPACE,75020,operational,0,full_station,ok,operational,2018,4,3,4,9,2018-04-03 04:09:00,5
25 rue Constantine,1,1,0,0,1,operational,Paris,STATION,75007,operational,5,station,ok,nonexistent,2018,4,5,5,48,2018-04-05 05:48:00,1
194 rue de fontenay,6,6,0,1,0,nonexistent,Vincennes,STATION,94300,operational,0,station,ok,nonexistent,2018,4,4,5,9,2018-04-04 05:09:00,7
1 rue Maryse BastiÃ©,3,3,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,operational,2,station,ok,nonexistent,2018,4,2,17,12,2018-04-02 17:12:00,3
94 Rue Paul Vaillant Couturier,4,4,0,0,0,nonexistent,Nanterre,STATION,92000,operational,2,station,ok,nonexistent,2018,4,6,14,50,2018-04-06 14:50:00,4
2 avenue de la Porte Saint-Cloud,6,6,0,0,0,nonexistent,Paris,PARKING,75016,operational,0,station,ok,nonexistent,2018,4,4,18,20,2018-04-04 18:20:00,6
1 avenue Ãmile Laurent,5,5,0,0,0,operational,Paris,STATION,75012,operational,0,station,ok,nonexistent,2018,4,6,21,6,2018-04-06 21:06:00,5
16 rue Raoul Nordling,4,4,0,0,0,nonexistent,Bois-Colombes,STATION,92270,operational,2,station,ok,nonexistent,2018,4,3,15,48,2018-04-03 15:48:00,4
2 Rue Houdart de Lamotte,0,0,1,0,0,nonexistent,Paris,STATION,75015,operational,3,station,ok,nonexistent,2018,4,1,8,51,2018-04-01 08:51:00,1
31 Rue Camille Desmoulins,4,4,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,3,8,28,2018-04-03 08:28:00,4
12 rue Chernoviz,2,2,0,0,0,nonexistent,Paris,STATION,75016,operational,2,station,ok,nonexistent,2018,4,9,10,59,2018-04-09 10:59:00,2
1 Place Georges Pompidou,0,0,0,1,0,nonexistent,Levallois-Perret,PARKING,92300,operational,0,station,ok,nonexistent,2018,4,9,9,32,2018-04-09 09:32:00,1
29 rue d'Alsace,4,4,0,1,0,nonexistent,Levallois-Perret,PARKING,92300,operational,1,station,ok,nonexistent,2018,4,5,5,18,2018-04-05 05:18:00,5
24 rue du ChÃ¢teau Landon,3,3,0,1,0,operational,Paris,STATION,75010,operational,0,station,ok,nonexistent,2018,4,4,14,47,2018-04-04 14:47:00,4
38 rue du Four,1,1,0,0,0,operational,Paris,STATION,75006,operational,2,station,ok,nonexistent,2018,4,5,22,48,2018-04-05 22:48:00,1
42 rue Charles Moureu,6,6,0,0,0,operational,Paris,STATION,75013,operational,0,station,ok,nonexistent,2018,4,2,8,48,2018-04-02 08:48:00,6
1bis Avenue Joseph Franceschi,5,5,0,0,0,nonexistent,Alfortville,STATION,94140,operational,0,station,ok,nonexistent,2018,4,1,23,0,2018-04-01 23:00:00,5
16 Rue Sofia,4,4,0,0,0,operational,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,9,20,10,2018-04-09 20:10:00,4
9 rue Philibert Delorme,0,0,0,0,0,nonexistent,Guyancourt,STATION,78280,future,0,station,scheduled,nonexistent,2018,4,5,16,46,2018-04-05 16:46:00,0
55 avenue de SÃ©gur,3,3,1,0,1,operational,Paris,STATION,75007,operational,2,station,ok,nonexistent,2018,4,1,18,54,2018-04-01 18:54:00,4
10 avenue de la Porte d'Aubervilliers,5,5,0,0,0,operational,Paris,STATION,75019,operational,1,station,ok,nonexistent,2018,4,3,11,48,2018-04-03 11:48:00,5
403 Avenue de la RÃ©publique,1,1,1,0,0,nonexistent,Nanterre,STATION,92000,operational,3,station,ok,nonexistent,2018,4,3,7,42,2018-04-03 07:42:00,2
49 avenue de Stalingrad,0,0,0,0,0,nonexistent,Bagnolet,STATION,93170,broken,0,station,closed,nonexistent,2018,4,1,4,55,2018-04-01 04:55:00,0
76 Boulevard de la Tour-Maubourg,0,0,0,0,0,nonexistent,Paris,STATION,75007,operational,4,station,ok,nonexistent,2018,4,9,4,9,2018-04-09 04:09:00,0
17 Place de la RÃ©publique,0,0,0,0,0,nonexistent,Paris,STATION,75003,operational,3,station,ok,nonexistent,2018,4,3,8,25,2018-04-03 08:25:00,0
21 Rue Charles Drot,5,5,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,1,10,35,2018-04-01 10:35:00,5
116 rue de Reuilly,3,3,0,0,0,operational,Paris,STATION,75012,operational,1,station,ok,nonexistent,2018,4,4,4,36,2018-04-04 04:36:00,3
6 Rue Pablo Neruda,0,0,0,0,0,nonexistent,Nanterre,STATION,92000,operational,6,station,ok,nonexistent,2018,4,3,21,53,2018-04-03 21:53:00,0
58 avenue de la RÃ©publique,6,6,0,0,0,nonexistent,Bagnolet,STATION,93170,operational,0,station,ok,nonexistent,2018,4,4,7,13,2018-04-04 07:13:00,6
70 avenue du GÃ©nÃ©ral de Gaulle,3,3,1,1,0,nonexistent,CrÃ©teil,STATION,94000,operational,1,station,ok,nonexistent,2018,4,5,18,41,2018-04-05 18:41:00,5
26 villa Croix-Nivert,5,5,1,0,0,nonexistent,Paris,PARKING,75015,operational,0,station,ok,nonexistent,2018,4,4,20,53,2018-04-04 20:53:00,6
8 rue de Lyon,0,0,0,0,0,nonexistent,Paris,STATION,75012,operational,4,station,ok,nonexistent,2018,4,9,8,31,2018-04-09 08:31:00,0
3 Rue Yves Toudic,0,0,0,0,0,broken,Paris,STATION,75010,broken,0,station,closed,nonexistent,2018,4,7,3,48,2018-04-07 03:48:00,0
11 avenue RenÃ© Coty,0,0,0,0,2,operational,Paris,STATION,75014,operational,6,station,ok,nonexistent,2018,4,3,23,22,2018-04-03 23:22:00,0
236 Rue des PyrÃ©nÃ©es,3,3,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,8,19,9,2018-04-08 19:09:00,3
8 rue Goubet,0,0,0,0,2,operational,Paris,STATION,75019,operational,4,station,ok,nonexistent,2018,4,7,18,36,2018-04-07 18:36:00,0
2 Rue Fernand Pelloutier,3,3,0,0,0,nonexistent,Puteaux,STATION,92800,operational,2,station,ok,nonexistent,2018,4,2,22,16,2018-04-02 22:16:00,3
31 boulevard de Grenelle,0,0,0,0,0,nonexistent,Paris,PARKING,75015,broken,0,station,closed,nonexistent,2018,4,5,0,29,2018-04-05 00:29:00,0
20 Rue Villiot,0,0,0,0,0,broken,Paris,SPACE,75012,broken,0,full_station,closed,broken,2018,4,6,15,28,2018-04-06 15:28:00,0
63 avenue du 18 juin 1940,0,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,5,station,ok,nonexistent,2018,4,3,10,33,2018-04-03 10:33:00,0
6 Rue Marcel Paul,6,6,0,0,0,nonexistent,Villejuif,STATION,94800,operational,0,station,ok,nonexistent,2018,4,4,6,32,2018-04-04 06:32:00,6
6 place Adolphe Max,0,0,0,0,0,nonexistent,Paris,STATION,75009,operational,3,station,ok,nonexistent,2018,4,7,16,47,2018-04-07 16:47:00,0
31 rue du Professeur Victor Pauchet,1,1,0,0,0,nonexistent,Vaucresson,STATION,92420,operational,0,station,ok,nonexistent,2018,4,6,19,26,2018-04-06 19:26:00,1
5 Place du Commerce,4,4,0,1,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,3,5,24,2018-04-03 05:24:00,5
64 rue du Faubourg PoissonniÃ¨re,4,4,0,0,0,nonexistent,Paris,STATION,75010,operational,0,station,ok,nonexistent,2018,4,3,4,38,2018-04-03 04:38:00,4
11 rue Gerbert,0,0,0,0,1,operational,Paris,STATION,75015,operational,5,station,ok,nonexistent,2018,4,4,14,50,2018-04-04 14:50:00,0
1 Avenue Gambetta,0,0,0,0,1,operational,Paris,STATION,75020,operational,5,station,ok,nonexistent,2018,4,1,15,52,2018-04-01 15:52:00,0
39 rue Julien Lacroix,1,1,0,0,2,operational,Paris,STATION,75020,operational,5,station,ok,nonexistent,2018,4,1,11,3,2018-04-01 11:03:00,1
36 quai de BÃ©thune,1,1,0,0,1,operational,Paris,STATION,75004,operational,3,station,ok,nonexistent,2018,4,4,16,1,2018-04-04 16:01:00,1
70 avenue du GÃ©nÃ©ral de Gaulle,2,2,0,0,0,nonexistent,CrÃ©teil,STATION,94000,operational,4,station,ok,nonexistent,2018,4,6,17,15,2018-04-06 17:15:00,2
10 rue Anatole de la Forge,0,0,0,0,0,nonexistent,Paris,STATION,75017,future,0,station,scheduled,nonexistent,2018,4,3,13,42,2018-04-03 13:42:00,0
8 avenue Ãdouard Belin,0,0,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,2,station,ok,nonexistent,2018,4,2,20,14,2018-04-02 20:14:00,0
1 Rue RenÃ© Jacques,1,1,0,0,1,operational,Issy-les-Moulineaux,STATION,92130,operational,4,station,ok,nonexistent,2018,4,4,0,28,2018-04-04 00:28:00,1
18 rue Madame,0,0,0,0,0,nonexistent,Paris,STATION,75006,operational,1,station,ok,nonexistent,2018,4,9,16,18,2018-04-09 16:18:00,0
214 boulevard de Stalingrad,5,5,0,0,0,nonexistent,Champigny-sur-Marne,STATION,94500,operational,1,station,ok,nonexistent,2018,4,7,23,8,2018-04-07 23:08:00,5
2 avenue de la Porte Saint-Cloud,4,4,0,1,0,nonexistent,Paris,PARKING,75016,operational,0,station,ok,nonexistent,2018,4,3,14,35,2018-04-03 14:35:00,5
20 Avenue Lombard,6,6,0,0,0,nonexistent,Fontenay-aux-Roses,STATION,92260,operational,0,station,ok,nonexistent,2018,4,3,19,22,2018-04-03 19:22:00,6
16 Rue Molitor,3,3,0,0,0,operational,Paris,STATION,75016,operational,1,station,ok,nonexistent,2018,4,6,17,3,2018-04-06 17:03:00,3
115 Boulevard Pereire,5,5,0,1,0,operational,Paris,STATION,75017,operational,0,station,ok,nonexistent,2018,4,8,6,12,2018-04-08 06:12:00,6
185 avenue du Maine,4,4,0,1,0,operational,Paris,STATION,75014,operational,0,station,ok,nonexistent,2018,4,2,2,40,2018-04-02 02:40:00,5
10 avenue de la Porte d'Aubervilliers,2,2,0,0,1,operational,Paris,STATION,75019,operational,2,station,ok,nonexistent,2018,4,8,17,11,2018-04-08 17:11:00,2
19 avenue du GÃ©nÃ©ral de Gaulle,6,6,0,0,0,nonexistent,Meudon,STATION,92190,operational,0,station,ok,nonexistent,2018,4,3,15,17,2018-04-03 15:17:00,6
9 place Saint-Augustin,2,2,0,0,0,operational,Paris,STATION,75008,operational,0,station,ok,nonexistent,2018,4,9,14,27,2018-04-09 14:27:00,2
2 avenue Gabriel,0,0,0,0,0,nonexistent,Paris,PARKING,75008,broken,0,station,closed,nonexistent,2018,4,2,0,21,2018-04-02 00:21:00,0
